GPSTrack
013950009319543 - 13.575881,100.767338 - time13/09/2015 0:00:07
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:06:11
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:06:13
013950009315384 - 13.575746,100.767520 - time13/09/2015 8:06:16
013950009319790 - 13.575700,100.767260 - time13/09/2015 8:06:17
013950009320509 - 13.575898,100.767416 - time13/09/2015 8:06:22
013950009324832 - 13.575668,100.767238 - time13/09/2015 8:06:23
013950009320426 - 13.575740,100.767248 - time13/09/2015 8:06:22
013950009320004 - 13.575668,100.767365 - time13/09/2015 8:06:23
013950009309742 - 13.575798,100.767060 - time13/09/2015 8:06:26
013950009314809 - 13.575695,100.767343 - time13/09/2015 8:06:26
013950009324535 - 13.575828,100.767303 - time13/09/2015 8:06:29
013950009319543 - 13.576068,100.767393 - time13/09/2015 8:06:30
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:06:34
013950009312506 - 13.575546,100.767440 - time13/09/2015 8:06:37
013950009320152 - 13.575841,100.767058 - time13/09/2015 8:06:40
013950009319972 - 13.575771,100.767363 - time13/09/2015 8:06:40
013950009323768 - 13.575800,100.766993 - time13/09/2015 8:06:41
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:06:41
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:06:44
013950009315384 - 13.575671,100.767608 - time13/09/2015 8:06:46
013950009319790 - 13.575720,100.767265 - time13/09/2015 8:06:47
013950009320509 - 13.575875,100.767408 - time13/09/2015 8:06:52
013950009320426 - 13.575746,100.767260 - time13/09/2015 8:06:52
013950009324832 - 13.575661,100.767161 - time13/09/2015 8:06:53
013950009320004 - 13.575605,100.767340 - time13/09/2015 8:06:53
013950009309742 - 13.575798,100.767058 - time13/09/2015 8:06:56
013950009314809 - 13.575695,100.767345 - time13/09/2015 8:06:56
013950009324535 - 13.575691,100.767311 - time13/09/2015 8:06:59
013950009319543 - 13.575975,100.767328 - time13/09/2015 8:07:00
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:07:04
013950009312506 - 13.575586,100.767501 - time13/09/2015 8:07:07
013950009320152 - 13.575823,100.767075 - time13/09/2015 8:07:09
013950009319972 - 13.575750,100.767380 - time13/09/2015 8:07:10
013950009323768 - 13.575788,100.766985 - time13/09/2015 8:07:11
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:07:11
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:07:14
013950009315384 - 13.575648,100.767638 - time13/09/2015 8:07:16
013950009319790 - 13.575731,100.767265 - time13/09/2015 8:07:17
013950009320426 - 13.575745,100.767266 - time13/09/2015 8:07:22
013950009320509 - 13.575806,100.767396 - time13/09/2015 8:07:22
013950009324832 - 13.575648,100.767145 - time13/09/2015 8:07:23
013950009320004 - 13.575681,100.767300 - time13/09/2015 8:07:23
013950009309742 - 13.575801,100.767058 - time13/09/2015 8:07:26
013950009314809 - 13.575700,100.767345 - time13/09/2015 8:07:26
013950009324535 - 13.575705,100.767300 - time13/09/2015 8:07:29
013950009319543 - 13.575780,100.767453 - time13/09/2015 8:07:30
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:07:35
013950009312506 - 13.575615,100.767455 - time13/09/2015 8:07:37
013950009320152 - 13.575795,100.767063 - time13/09/2015 8:07:39
013950009319972 - 13.575691,100.767396 - time13/09/2015 8:07:40
013950009323768 - 13.575765,100.766990 - time13/09/2015 8:07:41
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:07:41
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:07:44
013950009315384 - 13.575665,100.767611 - time13/09/2015 8:07:46
013950009319790 - 13.575745,100.767256 - time13/09/2015 8:07:46
013950009320426 - 13.575738,100.767273 - time13/09/2015 8:07:52
013950009320509 - 13.575783,100.767440 - time13/09/2015 8:07:52
013950009324832 - 13.575688,100.767175 - time13/09/2015 8:07:53
013950009320004 - 13.575701,100.767326 - time13/09/2015 8:07:53
013950009309742 - 13.575815,100.767068 - time13/09/2015 8:07:56
013950009314809 - 13.575705,100.767330 - time13/09/2015 8:07:56
013950009324535 - 13.575696,100.767330 - time13/09/2015 8:07:59
013950009319543 - 13.575833,100.767531 - time13/09/2015 8:08:00
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:08:05
013950009312506 - 13.575636,100.767433 - time13/09/2015 8:08:07
013950009320152 - 13.575786,100.767055 - time13/09/2015 8:08:09
013950009319972 - 13.575670,100.767388 - time13/09/2015 8:08:10
013950009323768 - 13.575780,100.767001 - time13/09/2015 8:08:11
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:08:11
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:08:14
013950009315384 - 13.575715,100.767585 - time13/09/2015 8:08:16
013950009319790 - 13.575743,100.767258 - time13/09/2015 8:08:16
013950009320426 - 13.575731,100.767280 - time13/09/2015 8:08:22
013950009320509 - 13.575805,100.767430 - time13/09/2015 8:08:22
013950009324832 - 13.575736,100.767216 - time13/09/2015 8:08:23
013950009320004 - 13.575733,100.767331 - time13/09/2015 8:08:23
013950009309742 - 13.575820,100.767070 - time13/09/2015 8:08:26
013950009314809 - 13.575706,100.767321 - time13/09/2015 8:08:26
013950009324535 - 13.575663,100.767328 - time13/09/2015 8:08:29
013950009319543 - 13.575885,100.767530 - time13/09/2015 8:08:30
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:08:35
013950009312506 - 13.575721,100.767515 - time13/09/2015 8:08:37
013950009320152 - 13.575806,100.767051 - time13/09/2015 8:08:39
013950009319972 - 13.575676,100.767385 - time13/09/2015 8:08:40
013950009323768 - 13.575785,100.767013 - time13/09/2015 8:08:41
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:08:42
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:08:45
013950009319790 - 13.575733,100.767260 - time13/09/2015 8:08:46
013950009315384 - 13.575731,100.767568 - time13/09/2015 8:08:46
013950009320426 - 13.575730,100.767288 - time13/09/2015 8:08:52
013950009320509 - 13.575893,100.767433 - time13/09/2015 8:08:52
013950009324832 - 13.575743,100.767290 - time13/09/2015 8:08:53
013950009320004 - 13.575748,100.767366 - time13/09/2015 8:08:53
013950009309742 - 13.575828,100.767078 - time13/09/2015 8:08:56
013950009314809 - 13.575720,100.767325 - time13/09/2015 8:08:56
013950009324535 - 13.575646,100.767331 - time13/09/2015 8:08:59
013950009319543 - 13.575915,100.767588 - time13/09/2015 8:09:00
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:09:05
013950009312506 - 13.575613,100.767571 - time13/09/2015 8:09:07
013950009320152 - 13.575815,100.767038 - time13/09/2015 8:09:09
013950009319972 - 13.575678,100.767380 - time13/09/2015 8:09:10
013950009323768 - 13.575758,100.767016 - time13/09/2015 8:09:11
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:09:12
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:09:15
013950009319790 - 13.575716,100.767250 - time13/09/2015 8:09:16
013950009315384 - 13.575723,100.767556 - time13/09/2015 8:09:16
013950009320426 - 13.575726,100.767273 - time13/09/2015 8:09:22
013950009320509 - 13.575878,100.767441 - time13/09/2015 8:09:22
013950009324832 - 13.575755,100.767371 - time13/09/2015 8:09:23
013950009320004 - 13.575703,100.767381 - time13/09/2015 8:09:23
013950009309742 - 13.575835,100.767083 - time13/09/2015 8:09:26
013950009314809 - 13.575731,100.767321 - time13/09/2015 8:09:26
013950009324535 - 13.575626,100.767366 - time13/09/2015 8:09:29
013950009319543 - 13.575850,100.767575 - time13/09/2015 8:09:30
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:09:36
013950009312506 - 13.575630,100.767585 - time13/09/2015 8:09:37
013950009320152 - 13.575806,100.767035 - time13/09/2015 8:09:39
013950009319972 - 13.575680,100.767386 - time13/09/2015 8:09:40
013950009323768 - 13.575738,100.767023 - time13/09/2015 8:09:41
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:09:42
013950009319790 - 13.575706,100.767248 - time13/09/2015 8:09:46
013950009315384 - 13.575721,100.767541 - time13/09/2015 8:09:46
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:09:45
013950009320426 - 13.575746,100.767273 - time13/09/2015 8:09:52
013950009320509 - 13.575880,100.767428 - time13/09/2015 8:09:52
013950009324832 - 13.575668,100.767395 - time13/09/2015 8:09:53
013950009320004 - 13.575673,100.767385 - time13/09/2015 8:09:54
013950009309742 - 13.575818,100.767078 - time13/09/2015 8:09:56
013950009314809 - 13.575736,100.767318 - time13/09/2015 8:09:56
013950009324535 - 13.575631,100.767383 - time13/09/2015 8:09:58
013950009319543 - 13.575826,100.767498 - time13/09/2015 8:10:00
013950009312506 - 13.575706,100.767650 - time13/09/2015 8:10:06
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:10:06
013950009320152 - 13.575785,100.767021 - time13/09/2015 8:10:09
013950009319972 - 13.575710,100.767401 - time13/09/2015 8:10:10
013950009323768 - 13.575763,100.767031 - time13/09/2015 8:10:11
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:10:12
013950009319790 - 13.575701,100.767256 - time13/09/2015 8:10:16
013950009315384 - 13.575678,100.767476 - time13/09/2015 8:10:16
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:10:16
013950009320426 - 13.575755,100.767258 - time13/09/2015 8:10:22
013950009320509 - 13.575791,100.767380 - time13/09/2015 8:10:22
013950009324832 - 13.575578,100.767358 - time13/09/2015 8:10:23
013950009320004 - 13.575640,100.767343 - time13/09/2015 8:10:24
013950009309742 - 13.575805,100.767081 - time13/09/2015 8:10:25
013950009314809 - 13.575730,100.767328 - time13/09/2015 8:10:26
013950009324535 - 13.575663,100.767370 - time13/09/2015 8:10:28
013950009319543 - 13.575833,100.767551 - time13/09/2015 8:10:30
013950009312506 - 13.575761,100.767785 - time13/09/2015 8:10:36
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:10:36
013950009320152 - 13.575775,100.767028 - time13/09/2015 8:10:39
013950009319972 - 13.575745,100.767416 - time13/09/2015 8:10:40
013950009323768 - 13.575750,100.767018 - time13/09/2015 8:10:41
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:10:42
013950009319790 - 13.575708,100.767238 - time13/09/2015 8:10:46
013950009315384 - 13.575675,100.767423 - time13/09/2015 8:10:46
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:10:46
013950009320426 - 13.575740,100.767250 - time13/09/2015 8:10:52
013950009320509 - 13.575735,100.767321 - time13/09/2015 8:10:52
013950009320004 - 13.575688,100.767278 - time13/09/2015 8:10:54
013950009324832 - 13.575595,100.767303 - time13/09/2015 8:10:53
013950009309742 - 13.575806,100.767088 - time13/09/2015 8:10:55
013950009314809 - 13.575718,100.767313 - time13/09/2015 8:10:56
013950009324535 - 13.575631,100.767376 - time13/09/2015 8:10:58
013950009319543 - 13.575725,100.767661 - time13/09/2015 8:11:00
013950009312506 - 13.575700,100.767711 - time13/09/2015 8:11:06
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:11:06
013950009320152 - 13.575776,100.767020 - time13/09/2015 8:11:09
013950009319972 - 13.575755,100.767426 - time13/09/2015 8:11:10
013950009323768 - 13.575746,100.767011 - time13/09/2015 8:11:11
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:11:12
013950009319790 - 13.575713,100.767225 - time13/09/2015 8:11:16
013950009315384 - 13.575660,100.767443 - time13/09/2015 8:11:16
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:11:16
013950009320426 - 13.575721,100.767251 - time13/09/2015 8:11:22
013950009320509 - 13.575748,100.767298 - time13/09/2015 8:11:22
013950009324832 - 13.575576,100.767251 - time13/09/2015 8:11:23
013950009320004 - 13.575741,100.767261 - time13/09/2015 8:11:24
013950009309742 - 13.575810,100.767090 - time13/09/2015 8:11:25
013950009314809 - 13.575715,100.767320 - time13/09/2015 8:11:26
013950009324535 - 13.575633,100.767396 - time13/09/2015 8:11:28
013950009319543 - 13.575915,100.767630 - time13/09/2015 8:11:30
013950009312506 - 13.575645,100.767655 - time13/09/2015 8:11:36
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:11:37
013950009320152 - 13.575788,100.767025 - time13/09/2015 8:11:39
013950009319972 - 13.575726,100.767446 - time13/09/2015 8:11:39
013950009323768 - 13.575738,100.767001 - time13/09/2015 8:11:41
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:11:42
013950009319790 - 13.575711,100.767221 - time13/09/2015 8:11:45
013950009315384 - 13.575698,100.767470 - time13/09/2015 8:11:46
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:11:46
013950009320426 - 13.575728,100.767258 - time13/09/2015 8:11:52
013950009320509 - 13.575728,100.767266 - time13/09/2015 8:11:52
013950009324832 - 13.575593,100.767206 - time13/09/2015 8:11:53
013950009320004 - 13.575781,100.767280 - time13/09/2015 8:11:54
013950009309742 - 13.575820,100.767075 - time13/09/2015 8:11:55
013950009314809 - 13.575730,100.767326 - time13/09/2015 8:11:56
013950009324535 - 13.575660,100.767351 - time13/09/2015 8:11:58
013950009319543 - 13.576050,100.767480 - time13/09/2015 8:12:00
013950009312506 - 13.575645,100.767676 - time13/09/2015 8:12:06
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:12:07
013950009320152 - 13.575798,100.767050 - time13/09/2015 8:12:09
013950009319972 - 13.575670,100.767430 - time13/09/2015 8:12:09
013950009323768 - 13.575758,100.767015 - time13/09/2015 8:12:11
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:12:13
013950009319790 - 13.575720,100.767226 - time13/09/2015 8:12:15
013950009315384 - 13.575710,100.767470 - time13/09/2015 8:12:16
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:12:17
013950009320426 - 13.575733,100.767263 - time13/09/2015 8:12:22
013950009320509 - 13.575703,100.767276 - time13/09/2015 8:12:22
013950009324832 - 13.575668,100.767211 - time13/09/2015 8:12:23
013950009320004 - 13.575771,100.767265 - time13/09/2015 8:12:24
013950009309742 - 13.575818,100.767063 - time13/09/2015 8:12:25
013950009314809 - 13.575736,100.767335 - time13/09/2015 8:12:26
013950009324535 - 13.575713,100.767336 - time13/09/2015 8:12:28
013950009319543 - 13.575950,100.767471 - time13/09/2015 8:12:30
013950009312506 - 13.575706,100.767653 - time13/09/2015 8:12:36
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:12:37
013950009320152 - 13.575813,100.767070 - time13/09/2015 8:12:39
013950009319972 - 13.575560,100.767371 - time13/09/2015 8:12:39
013950009323768 - 13.575765,100.767043 - time13/09/2015 8:12:41
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:12:43
013950009319790 - 13.575735,100.767225 - time13/09/2015 8:12:45
013950009315384 - 13.575738,100.767481 - time13/09/2015 8:12:46
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:12:47
013950009320426 - 13.575733,100.767265 - time13/09/2015 8:12:52
013950009320509 - 13.575675,100.767280 - time13/09/2015 8:12:52
013950009324832 - 13.575741,100.767200 - time13/09/2015 8:12:53
013950009320004 - 13.575708,100.767241 - time13/09/2015 8:12:54
013950009309742 - 13.575828,100.767063 - time13/09/2015 8:12:55
013950009314809 - 13.575731,100.767346 - time13/09/2015 8:12:56
013950009324535 - 13.575740,100.767331 - time13/09/2015 8:12:58
013950009319543 - 13.575876,100.767483 - time13/09/2015 8:13:00
013950009312506 - 13.575778,100.767603 - time13/09/2015 8:13:06
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:13:08
013950009320152 - 13.575833,100.767070 - time13/09/2015 8:13:08
013950009319972 - 13.575523,100.767390 - time13/09/2015 8:13:09
013950009323768 - 13.575766,100.767050 - time13/09/2015 8:13:11
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:13:13
013950009319790 - 13.575745,100.767226 - time13/09/2015 8:13:15
013950009315384 - 13.575711,100.767526 - time13/09/2015 8:13:16
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:13:17
013950009320426 - 13.575731,100.767266 - time13/09/2015 8:13:21
013950009320509 - 13.575678,100.767281 - time13/09/2015 8:13:22
013950009324832 - 13.575775,100.767151 - time13/09/2015 8:13:23
013950009320004 - 13.575670,100.767213 - time13/09/2015 8:13:24
013950009309742 - 13.575820,100.767048 - time13/09/2015 8:13:25
013950009314809 - 13.575735,100.767356 - time13/09/2015 8:13:26
013950009324535 - 13.575671,100.767355 - time13/09/2015 8:13:28
013950009319543 - 13.575865,100.767498 - time13/09/2015 8:13:30
013950009312506 - 13.575775,100.767546 - time13/09/2015 8:13:36
013950009320152 - 13.575833,100.767061 - time13/09/2015 8:13:38
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:13:38
013950009319972 - 13.575565,100.767400 - time13/09/2015 8:13:39
013950009323768 - 13.575773,100.767051 - time13/09/2015 8:13:41
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:13:43
013950009319790 - 13.575750,100.767228 - time13/09/2015 8:13:45
013950009315384 - 13.575716,100.767528 - time13/09/2015 8:13:46
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:13:47
013950009320426 - 13.575738,100.767258 - time13/09/2015 8:13:51
013950009320509 - 13.575656,100.767291 - time13/09/2015 8:13:52
013950009324832 - 13.575716,100.767216 - time13/09/2015 8:13:53
013950009320004 - 13.575676,100.767198 - time13/09/2015 8:13:54
013950009309742 - 13.575801,100.767041 - time13/09/2015 8:13:55
013950009314809 - 13.575735,100.767350 - time13/09/2015 8:13:56
013950009324535 - 13.575600,100.767315 - time13/09/2015 8:13:58
013950009319543 - 13.575756,100.767528 - time13/09/2015 8:14:00
013950009312506 - 13.575768,100.767521 - time13/09/2015 8:14:06
013950009320152 - 13.575816,100.767055 - time13/09/2015 8:14:08
013950004395373 - 13.575705,100.767273 - time13/09/2015 8:14:08
013950009319972 - 13.575606,100.767401 - time13/09/2015 8:14:09
013950009323768 - 13.575770,100.767045 - time13/09/2015 8:14:11
013777008958603 - 13.575545,100.766998 - time13/09/2015 8:14:13
013950009319790 - 13.575755,100.767226 - time13/09/2015 8:14:15
013950009315384 - 13.575733,100.767530 - time13/09/2015 8:14:16
013777002492740 - 13.575768,100.767145 - time13/09/2015 8:14:18
013950009320426 - 13.575741,100.767261 - time13/09/2015 8:14:21
013950009320509 - 13.575618,100.767288 - time13/09/2015 8:14:22
013950009324832 - 13.575725,100.767273 - time13/09/2015 8:14:23
013950009320004 - 13.575665,100.767236 - time13/09/2015 8:14:24
013950009309742 - 13.575800,100.767056 - time13/09/2015 8:14:25
