GPSTrack
013950009309742 - 0.000000,0.000000 - time01/01/2000 7:03:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:26:40
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:56:21
013950009319147 - 13.834965,100.514281 - time11/09/2015 10:25:14
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:33:35
013950009329336 - 0.000000,0.000000 - time01/01/2000 8:59:39
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:06:01
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:14:36
013950009320426 - 13.834945,100.514271 - time11/09/2015 10:25:15
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:49:18
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:27:40
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:11:38
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:34:35
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:06:39
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:00:39
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:56:50
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:15:36
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:56:23
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:28:39
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:11:59
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:50:17
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:35:35
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:07:01
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:01:39
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:16:36
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:25:18
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:12:59
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:57:23
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:35:55
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:29:39
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:51:17
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:02:39
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:57:20
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:16:45
013950009320285 - 13.834946,100.514223 - time11/09/2015 10:25:19
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:08:01
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:58:23
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:36:35
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:30:39
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:57:50
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:03:39
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:52:17
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:13:59
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:17:36
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:09:01
013950009320426 - 0.000000,0.000000 - time01/01/2000 8:59:23
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:37:35
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:31:39
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:58:19
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:53:16
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:04:39
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:18:36
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:10:01
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:14:59
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:00:22
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:58:36
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:32:39
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:38:34
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:53:49
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:05:39
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:19:36
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:11:00
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:15:59
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:01:22
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:33:39
013777008958603 - 0.000000,0.000000 - time01/01/2000 7:00:05
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:54:16
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:06:39
013950009328270 - 13.834895,100.514293 - time11/09/2015 10:25:23
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:12:00
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:16:59
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:02:22
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:34:38
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:16:15
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:20:36
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:55:16
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:13:00
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:39:34
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:17:59
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:07:39
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:03:22
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:34:59
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:21:36
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:16:25
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:14:00
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:40:34
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:18:59
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:56:16
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:04:01
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:08:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:35:38
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:22:36
013777008958603 - 9.762193,99.082160 - time07/08/2015 4:59:47
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:15:00
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:41:34
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:19:59
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:57:15
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:09:18
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:23:35
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:04:22
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:36:38
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:42:34
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:58:15
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:16:00
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:09:39
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:20:58
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:24:35
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:05:22
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:37:38
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:43:34
013950009309213 - 0.000000,0.000000 - time01/01/2000 8:59:15
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:10:39
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:16:44
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:21:43
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:06:22
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:25:35
013950009324477 - 13.834906,100.514273 - time11/09/2015 10:25:31
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:44:34
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:00:15
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:17:00
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:11:39
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:21:58
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:07:22
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:26:35
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:38:38
013950009309213 - 13.835016,100.514246 - time11/09/2015 10:25:32
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:18:00
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:12:39
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:45:33
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:22:58
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:08:22
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:39:38
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:01:14
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:26:50
013950009319451 - 13.834876,100.514295 - time11/09/2015 10:25:33
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:46:00
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:23:58
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:09:22
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:13:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:40:38
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:02:14
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:27:35
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:18:59
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:24:58
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:46:33
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:10:22
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:14:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:41:37
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:19:59
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:28:35
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:25:58
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:03:14
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:47:33
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:11:22
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:15:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:42:37
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:20:59
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:26:58
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:48:33
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:03:52
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:29:35
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:16:39
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:12:22
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:43:37
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:49:33
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:04:14
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:27:58
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:13:22
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:17:39
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:21:59
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:44:37
013950009319972 - 13.835025,100.514191 - time01/01/2000 7:03:40
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:50:33
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:05:13
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:28:58
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:14:06
013950009329336 - 13.834923,100.514278 - time11/09/2015 10:25:40
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:45:03
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:30:35
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:22:59
013950009314809 - 13.834881,100.514263 - time11/09/2015 10:25:41
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:06:13
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:29:58
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:14:22
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:51:32
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:18:39
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:31:35
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:45:37
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:23:59
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:07:13
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:30:57
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:15:22
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:52:32
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:24:59
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:19:24
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:08:13
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:31:48
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:32:35
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:53:32
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:16:22
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:25:58
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:19:39
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:09:12
013950009319147 - 13.834963,100.514295 - time11/09/2015 10:25:44
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:33:34
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:46:37
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:54:32
013950009320426 - 13.834938,100.514261 - time11/09/2015 10:25:45
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:20:39
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:26:49
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:31:57
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:47:37
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:17:22
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:10:12
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:55:32
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:34:34
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:26:58
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:21:39
013777008958603 - 13.834958,100.514248 - time11/09/2015 10:25:49
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:32:57
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:11:12
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:56:04
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:35:34
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:48:36
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:18:22
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:27:58
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:22:39
013950009320285 - 13.834933,100.514211 - time11/09/2015 10:25:49
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:12:12
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:56:32
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:33:57
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:19:22
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:23:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:49:36
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:36:34
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:28:58
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:34:57
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:13:11
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:20:22
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:24:39
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:57:31
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:50:36
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:36:55
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:29:58
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:35:57
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:13:55
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:21:22
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:58:31
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:25:39
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:51:36
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:37:34
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:30:58
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:36:57
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:14:11
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:22:21
013950009328270 - 13.834900,100.514290 - time11/09/2015 10:25:53
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:52:36
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:31:58
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:26:40
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:15:11
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:23:21
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:38:34
013950009328270 - 0.000000,0.000000 - time01/01/2000 8:59:31
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:37:57
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:53:36
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:27:40
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:32:58
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:16:11
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:24:12
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:39:34
013950009328270 - 0.000000,0.000000 - time01/01/2000 9:00:31
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:38:57
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:54:36
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:28:40
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:33:58
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:24:21
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:17:10
013950009328270 - 0.000000,0.000000 - time01/01/2000 9:01:31
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:40:34
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:39:56
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:29:30
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:34:57
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:55:08
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:18:10
013950009328270 - 0.000000,0.000000 - time01/01/2000 9:02:31
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:25:21
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:41:34
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:29:40
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:40:56
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:35:57
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:55:35
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:19:10
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:26:21
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:30:40
013950009328270 - 0.000000,0.000000 - time01/01/2000 9:03:30
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:41:53
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:42:34
013950009324477 - 13.834908,100.514306 - time11/09/2015 10:26:01
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:20:10
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:27:21
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:36:53
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:31:40
013950009328270 - 0.000000,0.000000 - time01/01/2000 9:04:30
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:41:56
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:43:33
013950009309213 - 0.000000,0.000000 - time01/01/2000 9:21:09
013950009320426 - 0.000000,0.000000 - time01/01/2000 9:28:21
013950009324477 - 0.000000,0.000000 - time01/01/2000 8:56:35
013950009319451 - 0.000000,0.000000 - time01/01/2000 9:36:57
013950009329336 - 0.000000,0.000000 - time01/01/2000 9:32:40
013950009328270 - 0.000000,0.000000 - time01/01/2000 9:05:30
013950009319147 - 0.000000,0.000000 - time01/01/2000 9:42:56
013950009319972 - 0.000000,0.000000 - time01/01/2000 8:44:33
